Symbol,Name,Sector,Industry
KSS,Kohl's Corporation Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
KT,KT Corporation Common Stock,Telecommunications,Telecommunications Equipment
KTB,Kontoor Brands Inc. Common Stock ,Consumer Discretionary,Apparel
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,Industrials,Military/Government/Technical
KVUE,Kenvue Inc. Common Stock,Consumer Discretionary,Specialty Chemicals
KVYO,Klaviyo Inc. Series A Common Stock,,
KWR,Quaker Houghton Common Stock,Industrials,Major Chemicals
KYMR,Kymera Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
L,Loews Corporation Common Stock,Finance,Property-Casualty Insurers
LAD,Lithia Motors Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
LAMR,Lamar Advertising Company Class A Common Stock,Real Estate,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation Common Stock,Consumer Staples,Packaged Foods
LAUR,Laureate Education Inc. Common Stock,Real Estate,Other Consumer Services
LAZ,Lazard Inc. Common Stock,Finance,Investment Managers
LBRDA,Liberty Broadband Corporation Class A Common Stock,Telecommunications,Cable & Other Pay Television Services
LBRDK,Liberty Broadband Corporation Class C Common Stock,Telecommunications,Cable & Other Pay Television Services
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,Telecommunications,Cable & Other Pay Television Services
LBRT,Liberty Energy Inc. Class A common stock,Energy,Oilfield Services/Equipment
LBTYA,Liberty Global Ltd. Class A Common Shares,Telecommunications,Cable & Other Pay Television Services
LBTYB,Liberty Global Ltd. Class B Common Shares,Telecommunications,Cable & Other Pay Television Services
LBTYK,Liberty Global Ltd. Class C Common Shares,Telecommunications,Cable & Other Pay Television Services
LCID,Lucid Group Inc. Common Stock,Consumer Discretionary,Auto Manufacturing
LCII,LCI Industries,Consumer Discretionary,Auto Parts:O.E.M.
LDOS,Leidos Holdings Inc. Common Stock,Technology,EDP Services
LEA,Lear Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
LECO,Lincoln Electric Holdings Inc. Common Shares,Industrials,Industrial Machinery/Components
LEG,Leggett & Platt Incorporated Common Stock,Consumer Discretionary,Home Furnishings
LEGN,Legend Biotech Corporation American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
LEN,Lennar Corporation Class A Common Stock,Consumer Discretionary,Homebuilding
LEVI,Levi Strauss & Co Class A Common Stock,Consumer Discretionary,Apparel
LFST,LifeStance Health Group Inc. Common Stock,Health Care,Medical/Nursing Services
LFUS,Littelfuse Inc. Common Stock,Energy,Electrical Products
LGIH,LGI Homes Inc. Common Stock,Consumer Discretionary,Homebuilding
LH,Laboratory Corporation of America Holdings Common Stock,Health Care,Medical Specialities
LHX,L3Harris Technologies Inc. Common Stock,Industrials,Industrial Machinery/Components
LI,Li Auto Inc. American Depositary Shares,Consumer Discretionary,Auto Manufacturing
LII,Lennox International Inc. Common Stock,Industrials,Industrial Machinery/Components
LIN,Linde plc Ordinary Shares,Industrials,Major Chemicals
LITE,Lumentum Holdings Inc. Common Stock,Telecommunications,Telecommunications Equipment
LIVN,LivaNova PLC Ordinary Shares,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LKQ,LKQ Corporation Common Stock,Consumer Discretionary,Motor Vehicles
LLY,Eli Lilly and Company Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LLYVA,Liberty Media Corporation Series A Liberty Live Common Stock,Industrials,Broadcasting
LLYVK,Liberty Media Corporation Series C Liberty Live Common Stock,Industrials,Broadcasting
LMT,Lockheed Martin Corporation Common Stock,Industrials,Military/Government/Technical
LNC,Lincoln National Corporation Common Stock,Finance,Life Insurance
LNG,Cheniere Energy Inc. Common Stock,Utilities,Oil/Gas Transmission
LNT,Alliant Energy Corporation Common Stock,Utilities,Power Generation
LNTH,Lantheus Holdings Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LNW,Light & Wonder Inc. Common Stock,Technology,EDP Services
LOGI,Logitech International S.A. Ordinary Shares,Technology,Computer peripheral equipment
LOPE,Grand Canyon Education Inc. Common Stock,Real Estate,Other Consumer Services
LOW,Lowe's Companies Inc. Common Stock,Consumer Discretionary,RETAIL: Building Materials
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,Technology,Industrial Machinery/Components
LPLA,LPL Financial Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
LPX,Louisiana-Pacific Corporation Common Stock,Basic Materials,Forest Products
LRCX,Lam Research Corporation Common Stock,Technology,Industrial Machinery/Components
LRN,Stride Inc. Common Stock,Real Estate,Other Consumer Services
LSCC,Lattice Semiconductor Corporation Common Stock,Technology,Semiconductors
LSTR,Landstar System Inc. Common Stock,Industrials,Trucking Freight/Courier Services
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,Consumer Discretionary,Movies/Entertainment
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,Consumer Discretionary,Movies/Entertainment
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,Consumer Discretionary,Movies/Entertainment
LTH,Life Time Group Holdings Inc. Common Stock,Consumer Discretionary,Hotels/Resorts
LULU,lululemon athletica inc. Common Stock,Consumer Discretionary,Apparel
LUV,Southwest Airlines Company Common Stock,Consumer Discretionary,Air Freight/Delivery Services
LVS,Las Vegas Sands Corp. Common Stock,Consumer Discretionary,Hotels/Resorts
LW,Lamb Weston Holdings Inc. Common Stock ,Consumer Staples,Packaged Foods
LXP,LXP Industrial Trust Common Stock (Maryland REIT),Real Estate,Real Estate Investment Trusts
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Industrials,Major Chemicals
LYFT,Lyft Inc. Class A Common Stock,Consumer Discretionary,Business Services
LYG,Lloyds Banking Group Plc American Depositary Shares,Finance,Commercial Banks
LYV,Live Nation Entertainment Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
LZ,LegalZoom.com Inc. Common Stock,Technology,EDP Services
M,Macy's Inc Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
MA,Mastercard Incorporated Common Stock,Consumer Discretionary,Business Services
MAA,Mid-America Apartment Communities Inc. Common Stock,Real Estate,Real Estate Investment Trusts
MAC,Macerich Company (The) Common Stock,Real Estate,Real Estate Investment Trusts
MAIN,Main Street Capital Corporation Common Stock,Finance,Finance/Investors Services
MAN,ManpowerGroup Common Stock,Consumer Discretionary,Professional Services
MANH,Manhattan Associates Inc. Common Stock,Technology,Computer Software: Prepackaged Software
MANU,Manchester United Ltd. Class A Ordinary Shares,Consumer Discretionary,Services-Misc. Amusement & Recreation
MAR,Marriott International Class A Common Stock,Consumer Discretionary,Hotels/Resorts
MARA,Marathon Digital Holdings Inc. Common Stock,Technology,EDP Services
MAS,Masco Corporation Common Stock,Consumer Discretionary,Building Products
MASI,Masimo Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MAT,Mattel Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
MATX,Matson Inc. Common Stock,Consumer Discretionary,Marine Transportation
MBC,MasterBrand Inc. Common Stock,Industrials,Agricultural Chemicals
MBLY,Mobileye Global Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
MC,Moelis & Company Class A Common Stock,Finance,Investment Managers
MCD,McDonald's Corporation Common Stock,Consumer Discretionary,Restaurants
MCHP,Microchip Technology Incorporated Common Stock,Technology,Semiconductors
MCK,McKesson Corporation Common Stock,Health Care,Other Pharmaceuticals
MCO,Moody's Corporation Common Stock,Finance,Finance: Consumer Services
MCW,Mister Car Wash Inc. Common Stock,,
MCY,Mercury General Corporation Common Stock,Finance,Property-Casualty Insurers
MDB,MongoDB Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
MDC,M.D.C. Holdings Inc. Common Stock,Consumer Discretionary,Homebuilding
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MDLZ,Mondelez International Inc. Class A Common Stock,Consumer Staples,Packaged Foods
MDT,Medtronic plc. Ordinary Shares,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,MDU Resources Group Inc. Common Stock (Holding Company),Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MEDP,Medpace Holdings Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MELI,MercadoLibre Inc. Common Stock,Consumer Discretionary,Business Services
MEOH,Methanex Corporation Common Stock,,
MET,MetLife Inc. Common Stock,Finance,Life Insurance
META,Meta Platforms Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing
MFC,Manulife Financial Corporation Common Stock,Finance,Life Insurance
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),Finance,Major Banks
MGA,Magna International Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
MGEE,MGE Energy Inc,Energy,Electric Utilities: Central
MGM,MGM Resorts International Common Stock,Consumer Discretionary,Hotels/Resorts
MGRC,McGrath RentCorp Common Stock,Consumer Discretionary,Diversified Commercial Services
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,Energy,Oil & Gas Production
MHK,Mohawk Industries Inc. Common Stock,Consumer Discretionary,Home Furnishings
MHO,M/I Homes Inc. Common Stock,Consumer Discretionary,Homebuilding
MIDD,Middleby Corporation (The) Common Stock,Industrials,Industrial Machinery/Components
MIR,Mirion Technologies Inc. Class A Common Stock,Technology,Industrial Machinery/Components
MKC,McCormick & Company Incorporated Common Stock,Consumer Staples,Packaged Foods
MKL,Markel Group Inc. Common Stock,Finance,Property-Casualty Insurers
MKSI,MKS Instruments Inc. Common Stock,Industrials,Industrial Machinery/Components
MKTX,MarketAxess Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,Consumer Discretionary,Hotels/Resorts
MLI,Mueller Industries Inc. Common Stock,Industrials,Metal Fabrications
MLKN,MillerKnoll Inc. Common Stock,Consumer Discretionary,Office Equipment/Supplies/Services
MLM,Martin Marietta Materials Inc. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
MMC,Marsh & McLennan Companies Inc. Common Stock,Finance,Specialty Insurers
MMM,3M Company Common Stock,Health Care,Medical/Dental Instruments
MMS,Maximus Inc. Common Stock,Consumer Discretionary,Business Services
MMSI,Merit Medical Systems Inc. Common Stock,Health Care,Medical/Dental Instruments
MMYT,MakeMyTrip Limited Ordinary Shares,Consumer Discretionary,Transportation Services
MNDY,monday.com Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Ordinary Shares,Consumer Discretionary,Department/Specialty Retail Stores
MNST,Monster Beverage Corporation,Consumer Staples,Beverages (Production/Distribution)
MO,Altria Group Inc.,Health Care, Medicinal Chemicals and Botanical Products 
MOD,Modine Manufacturing Company Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
MODG,Topgolf Callaway Brands Corp. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
MOH,Molina Healthcare Inc Common Stock,Health Care,Medical Specialities
MOR,MorphoSys AG American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
MORN,Morningstar Inc. Common Stock,Finance,Investment Managers
MOS,Mosaic Company (The) Common Stock,Industrials,Agricultural Chemicals
MP,MP Materials Corp. Common Stock,Basic Materials,Metal Mining
MPC,Marathon Petroleum Corporation Common Stock,Energy,Integrated oil Companies
MPLX,MPLX LP Common Units Representing Limited Partner Interests,Energy,Natural Gas Distribution
MPW,Medical Properties Trust Inc. common stock,Real Estate,Real Estate Investment Trusts
MPWR,Monolithic Power Systems Inc. Common Stock,Technology,Semiconductors
MQ,Marqeta Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
MRK,Merck & Company Inc. Common Stock (new),Health Care,Biotechnology: Pharmaceutical Preparations
MRNA,Moderna Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRO,Marathon Oil Corporation Common Stock,Energy,Oil & Gas Production
MRUS,Merus N.V. Common Shares,Health Care,Biotechnology: Pharmaceutical Preparations
MRVL,Marvell Technology Inc. Common Stock,Technology,Semiconductors
MS,Morgan Stanley Common Stock,Finance,Investment Bankers/Brokers/Service
MSA,MSA Safety Incorporated Common Stock,Health Care,Industrial Specialties
MSCI,MSCI Inc. Common Stock,Consumer Discretionary,Business Services
MSFT,Microsoft Corporation Common Stock,Technology,Computer Software: Prepackaged Software
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),Consumer Discretionary,Services-Misc. Amusement & Recreation
MSI,Motorola Solutions Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company Inc. Common Stock,Industrials,Industrial Machinery/Components
MSTR,MicroStrategy Incorporated Common Stock Class A,Technology,Computer Software: Prepackaged Software
MT,Arcelor Mittal NY Registry Shares NEW,Industrials,Steel/Iron Ore
MTB,M&T Bank Corporation Common Stock,Finance,Major Banks
MTCH,Match Group Inc. Common Stock,Technology,Computer Software: Programming Data Processing
MTD,Mettler-Toledo International Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
MTDR,Matador Resources Company Common Stock,Energy,Oil & Gas Production
MTG,MGIC Investment Corporation Common Stock,Finance,Property-Casualty Insurers
MTH,Meritage Homes Corporation Common Stock,Consumer Discretionary,Homebuilding
MTN,Vail Resorts Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
MTRN,Materion Corporation,Industrials,Industrial Specialties
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,Technology,Semiconductors
MTX,Minerals Technologies Inc. Common Stock,Industrials,Major Chemicals
MTZ,MasTec Inc. Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MU,Micron Technology Inc. Common Stock,Technology,Semiconductors
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,Finance,Commercial Banks
MUR,Murphy Oil Corporation Common Stock,Energy,Oil & Gas Production
MUSA,Murphy USA Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
MWA,MUELLER WATER PRODUCTS Common Stock,Industrials,Metal Fabrications
MYRG,MYR Group Inc. Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction
NABL,N-able Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,Finance,Investment Managers
NARI,Inari Medical Inc. Common Stock,Health Care,Medical/Dental Instruments
NBIX,Neurocrine Biosciences Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,Consumer Discretionary,Marine Transportation
NCNO,nCino Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NDAQ,Nasdaq Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
NDSN,Nordson Corporation Common Stock,Industrials,Industrial Machinery/Components
NE,Noble Corporation plc A Ordinary Shares,Consumer Discretionary,Other Specialty Stores
NEE,NextEra Energy Inc. Common Stock,Utilities,Electric Utilities: Central
NEM,Newmont Corporation,Basic Materials,Precious Metals
NEOG,Neogen Corporation Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,Utilities,Electric Utilities: Central
NET,Cloudflare Inc. Class A Common Stock,Technology,EDP Services
NEU,NewMarket Corp Common Stock,Industrials,Major Chemicals
NFE,New Fortress Energy Inc. Class A Common Stock,Utilities,Oil/Gas Transmission
NFG,National Fuel Gas Company Common Stock,Energy,Oil & Gas Production
NFLX,Netflix Inc. Common Stock,Consumer Discretionary,Consumer Electronics/Video Chains
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,Utilities,Natural Gas Distribution
NHI,National Health Investors Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NI,NiSource Inc Common Stock,Utilities,Power Generation
NICE,NICE Ltd American Depositary Shares,Technology,Computer Software: Prepackaged Software
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,Consumer Discretionary,Auto Manufacturing
NJR,NewJersey Resources Corporation Common Stock,Utilities,Oil/Gas Transmission
NKE,Nike Inc. Common Stock,Consumer Discretionary,Shoe Manufacturing
NLY,Annaly Capital Management Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NMFCZ,New Mountain Finance Corporation 8.250% Notes due 2028,,
NMIH,NMI Holdings Inc. Class A Common Stock,Finance,Property-Casualty Insurers
NMR,Nomura Holdings Inc ADR American Depositary Shares,Finance,Investment Bankers/Brokers/Service
NMRA,Neumora Therapeutics Inc. Common Stock,,
NNI,Nelnet Inc. Common Stock,Finance,Finance: Consumer Services
NNN,NNN REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NOC,Northrop Grumman Corporation Common Stock,Industrials,Industrial Machinery/Components
NOG,Northern Oil and Gas Inc. Common Stock,Energy,Oil & Gas Production
NOK,Nokia Corporation Sponsored American Depositary Shares,Technology,Radio And Television Broadcasting And Communications Equipment
NOMD,Nomad Foods Limited Ordinary Shares,Consumer Staples,Packaged Foods
NOV,NOV Inc. Common Stock,Industrials,Metal Fabrications
NOVT,Novanta Inc. Common Stock,,
NOW,ServiceNow Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NPO,Enpro Inc. Common Stock,Industrials,Metal Fabrications
NPWR,NET Power Inc. Class A Common Stock,Energy,Industrial Machinery/Components
NRG,NRG Energy Inc. Common Stock,Utilities,Electric Utilities: Central
NS,Nustar Energy L.P.  Common Units,Energy,Natural Gas Distribution
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts
NSC,Norfolk Southern Corporation Common Stock,Industrials,Railroads
NSIT,Insight Enterprises Inc. Common Stock,Technology,EDP Services
NSP,Insperity Inc. Common Stock,Consumer Discretionary,Professional Services
NSS,NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043,Energy,Natural Gas Distribution
NTAP,NetApp Inc. Common Stock,Technology,Electronic Components
NTES,NetEase Inc. American Depositary Shares,Technology,Computer Software: Prepackaged Software
NTLA,Intellia Therapeutics Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,Nutanix Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
NTR,Nutrien Ltd. Common Shares,Industrials,Agricultural Chemicals
NTRA,Natera Inc. Common Stock,Health Care,Medical Specialities
NTRS,Northern Trust Corporation Common Stock,Finance,Major Banks
NTRSO,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks
NU,Nu Holdings Ltd. Class A Ordinary Shares,Finance,Finance: Consumer Services
NUE,Nucor Corporation Common Stock,Industrials,Steel/Iron Ore
NUVL,Nuvalent Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NVDA,NVIDIA Corporation Common Stock,Technology,Semiconductors
NVEI,Nuvei Corporation Subordinate Voting Shares,Consumer Discretionary,Business Services
NVMI,Nova Ltd. Ordinary Shares,Technology,Electronic Components
NVO,Novo Nordisk A/S Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NVR,NVR Inc. Common Stock,Consumer Discretionary,Homebuilding
NVS,Novartis AG Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NVST,Envista Holdings Corporation Common Stock,Health Care,Medical/Dental Instruments
NVT,nVent Electric plc Ordinary Shares ,Industrials,Industrial Machinery/Components
NWE,NorthWestern Energy Group Inc. Common Stock,Utilities,Power Generation
NWG,NatWest Group plc American Depositary Shares (each representing two (2) Ordinary Shares),Finance,Commercial Banks
NWL,Newell Brands Inc. Common Stock,Industrials,Plastic Products
NWS,News Corporation Class B Common Stock,Consumer Discretionary,Newspapers/Magazines
NWSA,News Corporation Class A Common Stock,Consumer Discretionary,Newspapers/Magazines
NXE,Nexgen Energy Ltd. Common Shares,Basic Materials,Other Metals and Minerals
NXPI,NXP Semiconductors N.V. Common Stock,Technology,Semiconductors
NXST,Nexstar Media Group Inc. Common Stock,Industrials,Broadcasting
NXT,Nextracker Inc. Class A Common Stock,Technology,Semiconductors
NYCB,New York Community Bancorp Inc. Common Stock,Finance,Banks
NYMTM,New York Mortgage Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts
NYMTN,New York Mortgage Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts
NYT,New York Times Company (The) Common Stock,Consumer Discretionary,Newspapers/Magazines
O,Realty Income Corporation Common Stock,Real Estate,Real Estate Investment Trusts
OBDC,Blue Owl Capital Corporation Common Stock,Finance,Diversified Financial Services
OC,Owens Corning Inc Common Stock New,Industrials,Industrial Machinery/Components
ODD,ODDITY Tech Ltd. Class A Ordinary Shares,,
ODFL,Old Dominion Freight Line Inc. Common Stock,Industrials,Trucking Freight/Courier Services
OGE,OGE Energy Corp Common Stock,Utilities,Electric Utilities: Central
OGN,Organon & Co. Common Stock ,Health Care,Biotechnology: Pharmaceutical Preparations
OGS,ONE Gas Inc. Common Stock,Utilities,Oil/Gas Transmission
OHI,Omega Healthcare Investors Inc. Common Stock,Real Estate,Real Estate Investment Trusts
OI,O-I Glass Inc. Common Stock,Consumer Discretionary,Containers/Packaging
OII,Oceaneering International Inc. Common Stock,Energy,Oilfield Services/Equipment
OKE,ONEOK Inc. Common Stock,Utilities,Oil & Gas Production
OKTA,Okta Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
OLED,Universal Display Corporation Common Stock,Technology,Electrical Products
OLK,Olink Holding AB (publ) American Depositary Shares,Industrials,Biotechnology: Laboratory Analytical Instruments
OLLI,Ollie's Bargain Outlet Holdings Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
OLN,Olin Corporation Common Stock,Industrials,Major Chemicals
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,Consumer Discretionary,Aerospace
OMC,Omnicom Group Inc. Common Stock,Consumer Discretionary,Advertising
OMF,OneMain Holdings Inc. Common Stock,Finance,Finance: Consumer Services
ON,ON Semiconductor Corporation Common Stock,Technology,Semiconductors
ONB,Old National Bancorp Common Stock,Finance,Major Banks
ONBPO,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series C Preferred Stock,Finance,Major Banks
ONBPP,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series A Preferred Stock,Finance,Major Banks
ONON,On Holding AG Class A Ordinary Shares,Consumer Discretionary,Shoe Manufacturing
ONTO,Onto Innovation Inc. Common Stock,Industrials,Industrial Machinery/Components
OPCH,Option Care Health Inc. Common Stock,Health Care,Medical/Nursing Services
OR,Osisko Gold Royalties Ltd Common Shares,,
ORA,Ormat Technologies Inc. Common Stock,Utilities,Electric Utilities: Central
ORAN,Orange,Telecommunications,Telecommunications Equipment
ORCL,Oracle Corporation Common Stock,Technology,Computer Software: Prepackaged Software
ORI,Old Republic International Corporation Common Stock,Finance,Property-Casualty Insurers
ORLY,O'Reilly Automotive Inc. Common Stock,Consumer Discretionary,Auto & Home Supply Stores
OSCR,Oscar Health Inc. Class A Common Stock,Finance,Accident &Health Insurance
OSIS,OSI Systems Inc. Common Stock (DE),Technology,Semiconductors
OSK,Oshkosh Corporation (Holding Company)Common Stock,Consumer Discretionary,Auto Manufacturing
OTEX,Open Text Corporation Common Shares,Technology,EDP Services
OTIS,Otis Worldwide Corporation Common Stock ,Technology,Consumer Electronics/Appliances
OTTR,Otter Tail Corporation Common Stock,Utilities,Electric Utilities: Central
OUT,OUTFRONT Media Inc. Common Stock,Real Estate,Real Estate Investment Trusts
OVV,Ovintiv Inc. (DE),Energy,Oil & Gas Production
OWL,Blue Owl Capital Inc. Class A Common Stock,Finance,Investment Managers
OXLCL,Oxford Lane Capital Corp. 6.75% Notes due 2031,Finance,Finance Companies
OXLCM,Oxford Lane Capital Corp. 6.75% Series 2024 Term Preferred Stock,Finance,Investment Managers
OXLCN,Oxford Lane Capital Corp. 7.125% Series 2029 Term Preferred Stock,Finance,Investment Managers
OXLCO,Oxford Lane Capital Corp. Preferred Stock Shares 6.00% Series 2029,Finance,Investment Managers
OXLCP,Oxford Lane Capital Corp. 6.25% Series 2027 Term Preferred Shares,Finance,Investment Managers
OXLCZ,Oxford Lane Capital Corp. 5.00% Notes due 2027,Finance,Finance Companies
OXY,Occidental Petroleum Corporation Common Stock,Energy,Oil & Gas Production
OZK,Bank OZK Common Stock,Finance,Major Banks
PAA,Plains All American Pipeline L.P. Common Units representing Limited Partner Interests,Energy,Natural Gas Distribution
PAAS,Pan American Silver Corp. Common Stock,,
PAC,Grupo Aeroportuario Del Pacifico S.A. B. de C.V. Grupo Aeroportuario Del Pacifico S.A. de C.V. (each representing 10 Series B shares),Consumer Discretionary,Aerospace
PAG,Penske Automotive Group Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
PAGP,Plains GP Holdings L.P. Class A Units representing Limited Partner Interests,Energy,Natural Gas Distribution
PAGS,PagSeguro Digital Ltd. Class A Common Shares,Technology,EDP Services
PAM,Pampa Energia S.A.,Utilities,Electric Utilities: Central
PANW,Palo Alto Networks Inc. Common Stock,Technology,Computer peripheral equipment
PARA,Paramount Global Class B Common Stock,Industrials,Broadcasting
PARAA,Paramount Global Class A Common Stock,Industrials,Broadcasting
PARAP,Paramount Global 5.75% Series A Mandatory Convertible Preferred Stock,Industrials,Broadcasting
PARR,Par Pacific Holdings Inc.  Common Stock,Energy,Integrated oil Companies
PATH,UiPath Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
PATK,Patrick Industries Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
PAX,Patria Investments Limited Class A Common Shares,Finance,Investment Managers
PAY,Paymentus Holdings Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
PAYC,Paycom Software Inc. Common Stock,Technology,Computer Software: Prepackaged Software
PAYX,Paychex Inc. Common Stock,Consumer Discretionary,Business Services
PB,Prosperity Bancshares Inc. Common Stock,Finance,Major Banks
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),Energy,Oil & Gas Production
PBF,PBF Energy Inc. Class A Common Stock,Energy,Integrated oil Companies
PBH,Prestige Consumer Healthcare Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
PBR,Petroleo Brasileiro S.A.- Petrobras Common Stock,Energy,Oil & Gas Production
PCAR,PACCAR Inc. Common Stock,Consumer Discretionary,Auto Manufacturing
PCG,Pacific Gas & Electric Co. Common Stock,Utilities,Power Generation
PCH,PotlatchDeltic Corporation Common Stock,Real Estate,Real Estate Investment Trusts
PCOR,Procore Technologies Inc. Common Stock,Technology,Computer Software: Prepackaged Software
PCTY,Paylocity Holding Corporation Common Stock,Technology,Computer Software: Prepackaged Software
PCVX,Vaxcyte Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
PD,PagerDuty Inc. Common Stock,Technology,Computer Software: Prepackaged Software
PDCO,Patterson Companies Inc. Common Stock,Health Care,Medical Specialities
PDD,PDD Holdings Inc. American Depositary Shares,Consumer Discretionary,Business Services
PDI,PIMCO Dynamic Income Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
PECO,Phillips Edison & Company Inc. Common Stock,Real Estate,Real Estate Investment Trusts
PEG,Public Service Enterprise Group Incorporated Common Stock,Consumer Staples,Meat/Poultry/Fish
